"Indicador","Sector","ISO Alfa3","ISO N","Código","País","Año","Valor","Unidad"
"Consumo de electricidad","Construcción y otros","","","Caribe","Suriname","1983","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Suriname","1984","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Suriname","1985","12","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Suriname","1986","8","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Suriname","1987","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Suriname","1988","4","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Suriname","1989","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Suriname","1990","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Suriname","1991","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Suriname","1992","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Suriname","1993","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Suriname","1994","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Suriname","1995","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Suriname","1996","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Suriname","1997","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Suriname","1998","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Suriname","1999","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Suriname","2000","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Suriname","2001","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Suriname","2002","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Suriname","2003","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Suriname","2004","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Suriname","2005","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Suriname","2006","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Suriname","2007","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Suriname","2008","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Suriname","2009","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Suriname","2010","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Suriname","2011","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Suriname","2012","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Suriname","2013","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Suriname","2014","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Suriname","2015","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Suriname","2016","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Suriname","2017","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Suriname","2018","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Suriname","2019","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Suriname","2020","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Suriname","2021","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Trinidad & Tobago","1970","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Trinidad & Tobago","1971","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Trinidad & Tobago","1972","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Trinidad & Tobago","1973","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Trinidad & Tobago","1974","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Trinidad & Tobago","1975","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Trinidad & Tobago","1976","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Trinidad & Tobago","1977","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Trinidad & Tobago","1978","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Trinidad & Tobago","1979","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Trinidad & Tobago","1980","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Trinidad & Tobago","1981","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Trinidad & Tobago","1982","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Trinidad & Tobago","1983","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Trinidad & Tobago","1984","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Trinidad & Tobago","1985","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Trinidad & Tobago","1986","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Trinidad & Tobago","1987","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Trinidad & Tobago","1988","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Trinidad & Tobago","1989","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Trinidad & Tobago","1990","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Trinidad & Tobago","1991","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Trinidad & Tobago","1992","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Trinidad & Tobago","1993","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Trinidad & Tobago","1994","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Trinidad & Tobago","1995","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Trinidad & Tobago","1996","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Trinidad & Tobago","1997","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Trinidad & Tobago","1998","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Trinidad & Tobago","1999","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Trinidad & Tobago","2000","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Trinidad & Tobago","2001","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Trinidad & Tobago","2002","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Trinidad & Tobago","2003","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Trinidad & Tobago","2004","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Trinidad & Tobago","2005","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Trinidad & Tobago","2006","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Trinidad & Tobago","2007","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Trinidad & Tobago","2008","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Trinidad & Tobago","2009","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Trinidad & Tobago","2010","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Trinidad & Tobago","2011","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Trinidad & Tobago","2012","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Trinidad & Tobago","2013","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Trinidad & Tobago","2014","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Trinidad & Tobago","2015","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Trinidad & Tobago","2016","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Trinidad & Tobago","2017","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Trinidad & Tobago","2018","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Trinidad & Tobago","2019","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Trinidad & Tobago","2020","","GWh"
"Consumo de electricidad","Transporte","","","Caribe","Trinidad & Tobago","2021","","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Trinidad & Tobago","1970","768","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Trinidad & Tobago","1971","791","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Trinidad & Tobago","1972","872","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Trinidad & Tobago","1973","813","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Trinidad & Tobago","1974","826","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Trinidad & Tobago","1975","733","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Trinidad & Tobago","1976","802","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Trinidad & Tobago","1977","918","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Trinidad & Tobago","1978","943","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Trinidad & Tobago","1979","976","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Trinidad & Tobago","1980","1059","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Trinidad & Tobago","1981","1222","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Trinidad & Tobago","1982","1617","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Trinidad & Tobago","1983","1535","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Trinidad & Tobago","1984","1430","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Trinidad & Tobago","1985","1430","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Trinidad & Tobago","1986","1640","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Trinidad & Tobago","1987","1756","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Trinidad & Tobago","1988","1782","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Trinidad & Tobago","1989","1734","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Trinidad & Tobago","1990","1916","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Trinidad & Tobago","1991","1932","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Trinidad & Tobago","1992","2089","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Trinidad & Tobago","1993","2062","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Trinidad & Tobago","1994","2209","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Trinidad & Tobago","1995","2263","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Trinidad & Tobago","1996","2566","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Trinidad & Tobago","1997","2882","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Trinidad & Tobago","1998","2935.8","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Trinidad & Tobago","1999","2942","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Trinidad & Tobago","2000","3060","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Trinidad & Tobago","2001","3076.3000488281","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Trinidad & Tobago","2002","3698.2","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Trinidad & Tobago","2003","3941.9","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Trinidad & Tobago","2004","3800.8","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Trinidad & Tobago","2005","4168.7","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Trinidad & Tobago","2006","4157.1","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Trinidad & Tobago","2007","4467.2","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Trinidad & Tobago","2008","4345.9","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Trinidad & Tobago","2009","4334.1","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Trinidad & Tobago","2010","4761.2","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Trinidad & Tobago","2011","4963.6","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Trinidad & Tobago","2012","5114.690592525","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Trinidad & Tobago","2013","5349.7640538105","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Trinidad & Tobago","2014","5341.0351654376","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Trinidad & Tobago","2015","5425.0291011155","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Trinidad & Tobago","2016","5334.2618415604","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Trinidad & Tobago","2017","5265.011153229","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Trinidad & Tobago","2018","5116.432183964","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Trinidad & Tobago","2019","5095.9664552282","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Trinidad & Tobago","2020","5116.4336407296","GWh"
"Consumo de electricidad","Industrial","","","Caribe","Trinidad & Tobago","2021","5136.7884499019","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Trinidad & Tobago","1970","151","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Trinidad & Tobago","1971","176","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Trinidad & Tobago","1972","192","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Trinidad & Tobago","1973","217","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Trinidad & Tobago","1974","235","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Trinidad & Tobago","1975","251","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Trinidad & Tobago","1976","284","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Trinidad & Tobago","1977","327","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Trinidad & Tobago","1978","385","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Trinidad & Tobago","1979","426","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Trinidad & Tobago","1980","486","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Trinidad & Tobago","1981","577","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Trinidad & Tobago","1982","619","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Trinidad & Tobago","1983","727","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Trinidad & Tobago","1984","804","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Trinidad & Tobago","1985","787","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Trinidad & Tobago","1986","813","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Trinidad & Tobago","1987","846","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Trinidad & Tobago","1988","854","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Trinidad & Tobago","1989","835","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Trinidad & Tobago","1990","854","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Trinidad & Tobago","1991","838","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Trinidad & Tobago","1992","906","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Trinidad & Tobago","1993","930","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Trinidad & Tobago","1994","908","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Trinidad & Tobago","1995","1006","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Trinidad & Tobago","1996","1002","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Trinidad & Tobago","1997","1008","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Trinidad & Tobago","1998","1116.6","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Trinidad & Tobago","1999","1619","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Trinidad & Tobago","2000","1743.5999755859","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Trinidad & Tobago","2001","1878.5999755859","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Trinidad & Tobago","2002","1398.7","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Trinidad & Tobago","2003","1541.5","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Trinidad & Tobago","2004","1493.7","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Trinidad & Tobago","2005","1728.2","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Trinidad & Tobago","2006","1798.6","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Trinidad & Tobago","2007","1933.8","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Trinidad & Tobago","2008","2398.3","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Trinidad & Tobago","2009","2071.2","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Trinidad & Tobago","2010","2271.1","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Trinidad & Tobago","2011","2352.1","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Trinidad & Tobago","2012","2423.697264622","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Trinidad & Tobago","2013","2535.0914721105","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Trinidad & Tobago","2014","2530.955115768","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Trinidad & Tobago","2015","2570.7573029119","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Trinidad & Tobago","2016","2527.745442327","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Trinidad & Tobago","2017","2494.9296344407","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Trinidad & Tobago","2018","2424.5225521601","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Trinidad & Tobago","2019","2414.8244619514","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Trinidad & Tobago","2020","2424.5232424772","GWh"
"Consumo de electricidad","Residencial","","","Caribe","Trinidad & Tobago","2021","2434.1687712576","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Trinidad & Tobago","1970","59","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Trinidad & Tobago","1971","68","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Trinidad & Tobago","1972","78","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Trinidad & Tobago","1973","85","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Trinidad & Tobago","1974","91","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Trinidad & Tobago","1975","98","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Trinidad & Tobago","1976","111","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Trinidad & Tobago","1977","127","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Trinidad & Tobago","1978","149","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Trinidad & Tobago","1979","166","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Trinidad & Tobago","1980","189","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Trinidad & Tobago","1981","225","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Trinidad & Tobago","1982","241","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Trinidad & Tobago","1983","280","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Trinidad & Tobago","1984","313","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Trinidad & Tobago","1985","306","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Trinidad & Tobago","1986","315","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Trinidad & Tobago","1987","329","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Trinidad & Tobago","1988","332","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Trinidad & Tobago","1989","325","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Trinidad & Tobago","1990","332","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Trinidad & Tobago","1991","326","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Trinidad & Tobago","1992","353","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Trinidad & Tobago","1993","362","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Trinidad & Tobago","1994","354","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Trinidad & Tobago","1995","356","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Trinidad & Tobago","1996","376","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Trinidad & Tobago","1997","413","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Trinidad & Tobago","1998","486","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Trinidad & Tobago","1999","","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Trinidad & Tobago","2000","","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Trinidad & Tobago","2001","","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Trinidad & Tobago","2002","540.5","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Trinidad & Tobago","2003","604.6","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Trinidad & Tobago","2004","569.6","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Trinidad & Tobago","2005","645.4","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Trinidad & Tobago","2006","699.1","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Trinidad & Tobago","2007","768.9","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Trinidad & Tobago","2008","791.9","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Trinidad & Tobago","2009","889.9","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Trinidad & Tobago","2010","878.5","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Trinidad & Tobago","2011","894.6","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Trinidad & Tobago","2012","921.83137321154","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Trinidad & Tobago","2013","964.19915435145","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Trinidad & Tobago","2014","962.62592856002","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Trinidad & Tobago","2015","977.76433110201","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Trinidad & Tobago","2016","961.405158244","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Trinidad & Tobago","2017","948.92396197894","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Trinidad & Tobago","2018","922.14526387586","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Trinidad & Tobago","2019","918.45668282036","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Trinidad & Tobago","2020","922.14552643176","GWh"
"Consumo de electricidad","Comercial, servicios, público","","","Caribe","Trinidad & Tobago","2021","925.81411622255","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Trinidad & Tobago","1970","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Trinidad & Tobago","1971","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Trinidad & Tobago","1972","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Trinidad & Tobago","1973","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Trinidad & Tobago","1974","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Trinidad & Tobago","1975","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Trinidad & Tobago","1976","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Trinidad & Tobago","1977","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Trinidad & Tobago","1978","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Trinidad & Tobago","1979","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Trinidad & Tobago","1980","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Trinidad & Tobago","1981","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Trinidad & Tobago","1982","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Trinidad & Tobago","1983","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Trinidad & Tobago","1984","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Trinidad & Tobago","1985","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Trinidad & Tobago","1986","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Trinidad & Tobago","1987","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Trinidad & Tobago","1988","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Trinidad & Tobago","1989","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Trinidad & Tobago","1990","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Trinidad & Tobago","1991","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Trinidad & Tobago","1992","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Trinidad & Tobago","1993","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Trinidad & Tobago","1994","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Trinidad & Tobago","1995","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Trinidad & Tobago","1996","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Trinidad & Tobago","1997","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Trinidad & Tobago","1998","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Trinidad & Tobago","1999","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Trinidad & Tobago","2000","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Trinidad & Tobago","2001","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Trinidad & Tobago","2002","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Trinidad & Tobago","2003","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Trinidad & Tobago","2004","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Trinidad & Tobago","2005","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Trinidad & Tobago","2006","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Trinidad & Tobago","2007","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Trinidad & Tobago","2008","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Trinidad & Tobago","2009","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Trinidad & Tobago","2010","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Trinidad & Tobago","2011","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Trinidad & Tobago","2012","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Trinidad & Tobago","2013","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Trinidad & Tobago","2014","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Trinidad & Tobago","2015","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Trinidad & Tobago","2016","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Trinidad & Tobago","2017","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Trinidad & Tobago","2018","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Trinidad & Tobago","2019","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Trinidad & Tobago","2020","","GWh"
"Consumo de electricidad","Agro, pesca y minería","","","Caribe","Trinidad & Tobago","2021","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Trinidad & Tobago","1970","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Trinidad & Tobago","1971","","GWh"
"Consumo de electricidad","Construcción y otros","","","Caribe","Trinidad & Tobago","1972","","GWh"
